Species, DayOfYear, Time, Lat, Long, Alt, SolRad, PFD, Temp, CO2, RH, Wind, LAI, ConstTemp, sifSunlit, sifShaded,ql_sunlit, ql_shaded, kdf_sunlit, kdf_shaded, PhiPS2_sunlit, PhiPS2_shaded, fesc, ANet, AGross, VPD, LeafTemp, BoundaryL_Conductance, InternalCO2, Respiration, StomatalConduct, Transpiration,J,sunlitPFD,shadedPFD,sunlitLAI,shadedLAI,GammaValue(gamma_C3 or GammaStar_C4), Gamma_C4,Cs_stomatalConductance, ci, AjLeaf,AcLeaf,AvLeaf,ApLeaf,Azimuth, DayLength, Declination, FracPARDiffuse, FracPARDirect, NIR,NIRFraction, NIRTotal, PAR ,SolarNoon, Sunrise, Sunset, SinElevation, SolarElevation,PotSolarDiffuse, PotSolarTotal, PotSolarDirect, MeasuredSolarRad, PARFraction,PFD, PFDDiffuse, PFDDirect, PFDTotal, Zenith, PotParDirect,PotParDiffuse, PotNIRDirect,PotNIRDiffuse
soybean,   190.31,     7.00,    41.18,   -96.44,   100.00,   349.55,   692.10,    22.31,   405.03,    80.80,     3.21,     2.67, 0,     0.00,     0.00,     0.59,     0.66,    11.00,    11.00,     0.83,     0.83,    1.38, 118752.44, 118753.10,     0.52,   20.44,     3.50,     1.00,     0.66, 14797.37,     7.88, -375039.47,   439.05,   256.53,     0.90,    1.76,   29.07,    0.00,   30.07,     1.00,     0.00,     0.00,     0.00,     0.00,    -1.66,    15.00,     0.39,     0.75,     0.25,  192.48,    0.56,  192.48,  150.46,    11.66,     4.16,    19.15,     0.49,     0.51,    85.58,   449.88,   364.29,   342.94,     0.44,  692.10,  515.96,  176.14,  692.10,     1.06,   203.26,     77.98,  257.19,  102.61
soybean,   190.35,     8.00,    41.18,   -96.44,   100.00,   544.29,  1077.70,    24.46,   388.78,    73.30,     3.89,     2.68, 0,     0.00,     0.00,     0.53,     0.63,    11.00,    11.00,     0.83,     0.83,    2.00, 75138.42, 75139.16,     0.82,   21.62,     3.85,     1.00,     0.74,  8784.00,    12.90, -235861.71,   643.74,   347.33,     1.15,    1.53,   30.96,    0.00,   31.96,     1.00,     0.00,     0.00,     0.00,     0.00,    -1.49,    15.00,     0.39,     0.63,     0.37,  288.96,    0.55,  288.96,  234.28,    11.66,     4.16,    19.15,     0.65,     0.71,    91.36,   648.98,   557.62,   523.24,     0.45, 1077.70,  684.24,  393.46, 1077.70,     0.86,   295.68,     79.39,  362.48,  100.12
soybean,   190.40,     9.00,    41.18,   -96.44,   100.00,   734.60,  1454.50,    26.44,   382.33,    68.30,     4.01,     2.68, 0,     0.00,     0.00,     0.48,     0.61,    11.00,    11.00,     0.83,     0.83,    2.00, 70289.21, 70290.03,     1.09,   22.88,     3.91,     1.00,     0.82,  7686.95,    16.86, -219319.03,   815.39,   388.11,     1.33,    1.35,   33.07,    0.00,   34.07,     1.00,     0.00,     0.00,     0.00,     0.00,    -1.28,    15.00,     0.39,     0.51,     0.49,  379.37,    0.55,  379.37,  316.20,    11.66,     4.16,    19.15,     0.79,     0.90,    94.57,   817.96,   723.39,   695.56,     0.45, 1454.50,  743.17,  711.33, 1454.50,     0.67,   373.58,     71.16,  450.95,   82.65
soybean,   190.44,    10.00,    41.18,   -96.44,   100.00,   859.14,  1701.10,    28.49,   371.47,    64.30,     3.38,     2.69, 0,     0.00,     0.00,     0.46,     0.61,    11.00,    11.00,     0.83,     0.83,    2.00, 68183.95, 68184.88,     1.39,   24.28,     3.59,     1.00,     0.94,  6929.01,    19.09, -211459.54,   891.36,   392.27,     1.46,    1.24,   35.56,    0.00,   36.56,     1.00,     0.00,     0.00,     0.00,     0.00,    -0.97,    15.00,     0.39,     0.43,     0.57,  434.90,    0.54,  434.90,  369.80,    11.66,     4.16,    19.15,     0.88,     1.08,    96.36,   942.14,   845.78,   804.70,     0.46, 1701.10,  732.69,  968.41, 1701.10,     0.49,   430.63,     59.81,  515.73,   61.03
soybean,   190.48,    11.00,    41.18,   -96.44,   100.00,   977.12,  1934.70,    30.09,   364.72,    59.40,     3.33,     2.70, 0,     0.00,     0.00,     0.43,     0.63,    11.00,    11.00,     0.83,     0.83,    2.00, 67266.81, 67267.82,     1.73,   25.05,     3.56,     1.00,     1.00,  6558.47,    22.89, -207675.45,   972.48,   344.22,     1.52,    1.18,   36.99,    0.00,   37.99,     1.00,     0.00,     0.00,     0.00,     0.00,    -0.47,    15.00,     0.39,     0.32,     0.68,  489.01,    0.54,  489.01,  420.59,    11.66,     4.16,    19.15,     0.94,     1.21,    97.22,  1011.65,   914.43,   909.60,     0.46, 1934.70,  609.97, 1324.73, 1934.70,     0.36,   462.50,     51.53,  551.94,   45.72
soybean,   190.52,    12.00,    41.18,   -96.44,   100.00,  1005.25,  1990.40,    31.24,   359.51,    56.50,     3.44,     2.71, 0,     0.00,     0.00,     0.43,     0.64,    11.00,    11.00,     0.83,     0.83,    2.00, 67382.38, 67383.44,     1.98,   25.65,     3.62,     1.00,     1.06,  6359.80,    25.99, -207185.91,   993.73,   320.86,     1.53,    1.17,   38.14,    0.00,   39.14,     1.00,     0.00,     0.00,     0.00,     0.00,     0.26,    15.00,     0.39,     0.28,     0.72,  502.30,    0.54,  502.30,  432.70,    11.66,     4.16,    19.15,     0.94,     1.24,    97.33,  1021.14,   923.81,   934.99,     0.46, 1990.40,  555.55, 1434.85, 1990.40,     0.34,   466.85,     50.29,  556.89,   43.45
soybean,   190.56,    13.00,    41.18,   -96.44,   100.00,   961.62,  1904.00,    31.82,   356.64,    54.90,     3.63,     2.71, 0,     0.00,     0.00,     0.43,     0.63,    11.00,    11.00,     0.83,     0.83,    2.00, 67790.17, 67791.25,     2.12,   25.92,     3.72,     1.00,     1.09,  6296.12,    28.26, -207737.24,   987.83,   331.45,     1.49,    1.23,   38.66,    0.00,   39.66,     1.00,     0.00,     0.00,     0.00,     0.00,     0.84,    15.00,     0.39,     0.31,     0.69,  484.57,    0.54,  484.57,  413.91,    11.66,     4.16,    19.15,     0.90,     1.13,    96.72,   969.91,   873.19,   898.48,     0.46, 1904.00,  587.15, 1316.85, 1904.00,     0.44,   443.37,     56.67,  530.20,   55.19
soybean,   190.60,    14.00,    41.18,   -96.44,   100.00,   848.13,  1679.30,    32.10,   353.25,    54.50,     3.63,     2.72, 0,     0.00,     0.00,     0.44,     0.62,    11.00,    11.00,     0.83,     0.83,    2.00, 69187.13, 69188.23,     2.18,   26.10,     3.72,     1.00,     1.10,  6351.93,    28.76, -211344.73,   934.74,   355.57,     1.38,    1.34,   39.01,    0.00,   40.01,     1.00,     0.00,     0.00,     0.00,     0.00,     1.20,    15.00,     0.39,     0.39,     0.61,  434.92,    0.54,  434.92,  365.07,    11.66,     4.16,    19.15,     0.82,     0.96,    95.25,   861.85,   766.60,   799.99,     0.46, 1679.30,  660.53, 1018.77, 1679.30,     0.61,   393.76,     67.65,  473.86,   75.85
soybean,   190.65,    15.00,    41.18,   -96.44,   100.00,   723.18,  1431.90,    32.11,   354.19,    52.40,     3.53,     2.73, 0,     0.00,     0.00,     0.46,     0.63,    11.00,    11.00,     0.83,     0.83,    2.00, 71892.47, 71893.55,     2.28,   25.79,     3.67,     1.00,     1.07,  6680.94,    29.77, -219121.67,   888.08,   333.36,     1.22,    1.51,   38.41,    0.00,   39.41,     1.00,     0.00,     0.00,     0.00,     0.00,     1.43,    15.00,     0.39,     0.44,     0.56,  380.34,    0.55,  380.34,  311.28,    11.66,     4.16,    19.15,     0.70,     0.77,    92.56,   705.44,   612.89,   691.62,     0.45, 1431.90,  635.18,  796.72, 1431.90,     0.80,   321.75,     77.58,  392.10,   95.83
soybean,   190.69,    16.00,    41.18,   -96.44,   100.00,   558.48,  1105.80,    32.04,   359.73,    49.80,     3.00,     2.74, 0,     0.00,     0.00,     0.48,     0.65,    11.00,    11.00,     0.83,     0.83,    2.00, 76585.49, 76586.52,     2.39,   25.36,     3.38,     1.00,     1.03,  7251.08,    29.11, -232974.53,   795.22,   282.03,     0.99,    1.74,   37.58,    0.00,   38.58,     1.00,     0.00,     0.00,     0.00,     0.00,     1.61,    15.00,     0.39,     0.50,     0.50,  303.68,    0.56,  303.68,  240.39,    11.66,     4.16,    19.15,     0.54,     0.57,    87.77,   513.78,   426.01,   544.07,     0.44, 1105.80,  552.30,  553.50, 1105.80,     1.00,   233.03,     79.79,  291.18,  104.00
soybean,   191.31,     7.00,    41.18,   -96.44,   100.00,   393.13,   778.40,    22.84,   624.00,    86.20,     1.27,     2.85, 0,     0.79,     0.79,     0.57,     0.66,    11.00,    11.00,     0.83,     0.83,    2.00,    10.09,    11.06,     0.38,   24.58,     2.20,   518.27,     0.96,     0.06,     1.04,    18.98,   511.39,   256.54,     0.91,    1.94,   36.11,    0.00,  617.72,   518.27,     0.00,     0.00,     0.00,     0.00,    -1.66,    14.98,     0.39,     0.69,     0.31,  216.57,    0.56,  216.57,  169.22,    11.66,     4.17,    19.15,     0.49,     0.51,    85.52,   448.09,   362.57,   385.78,     0.44,  778.40,  533.26,  245.14,  778.40,     1.06,   202.43,     77.91,  256.24,  102.54
soybean,   191.35,     8.00,    41.18,   -96.44,   100.00,   574.55,  1137.60,    26.07,   500.91,    73.50,     1.40,     2.86, 0,     1.20,     1.20,     0.52,     0.63,    11.00,    11.00,     0.83,     0.83,    1.24,    21.53,    22.73,     0.89,   27.02,     2.31,   392.43,     1.20,     0.13,     3.39,    42.85,   679.47,   333.70,     1.17,    1.69,   40.83,    0.00,  488.14,   392.43,     0.00,     0.00,     0.00,     0.00,    -1.49,    14.98,     0.39,     0.60,     0.40,  305.10,    0.55,  305.10,  247.30,    11.66,     4.17,    19.15,     0.65,     0.71,    91.32,   647.36,   556.04,   552.40,     0.45, 1137.60,  679.68,  457.92, 1137.60,     0.86,   294.94,     79.43,  361.64,  100.22
soybean,   191.40,     9.00,    41.18,   -96.44,   100.00,   760.86,  1506.50,    28.55,   442.14,    66.10,     1.68,     2.87, 0,     1.61,     1.61,     0.47,     0.62,    11.00,    11.00,     0.83,     0.83,    1.12,    27.80,    29.19,     1.32,   28.71,     2.53,   335.53,     1.39,     0.17,     5.54,    59.31,   837.99,   364.66,     1.37,    1.50,   44.36,    0.00,  427.09,   335.53,     0.00,     0.00,     0.00,     0.00,    -1.27,    14.98,     0.39,     0.48,     0.52,  393.02,    0.55,  393.02,  327.50,    11.66,     4.17,    19.15,     0.78,     0.90,    94.55,   816.57,   722.02,   720.52,     0.45, 1506.50,  719.87,  786.63, 1506.50,     0.67,   372.95,     71.26,  450.23,   82.85
soybean,   191.44,    10.00,    41.18,   -96.44,   100.00,   841.92,  1667.00,    30.50,   402.78,    57.10,     1.39,     2.88, 0,     1.63,     1.63,     0.46,     0.61,    11.00,    11.00,     0.83,     0.83,    1.06,    26.73,    28.29,     1.87,   30.03,     2.30,   294.75,     1.56,     0.16,     6.79,    61.89,   856.87,   384.62,     1.50,    1.38,   47.28,    0.00,  386.87,   294.75,     0.00,     0.00,     0.00,     0.00,    -0.97,    14.98,     0.39,     0.45,     0.55,  426.26,    0.54,  426.26,  362.39,    11.66,     4.17,    19.15,     0.88,     1.08,    96.35,   940.97,   844.62,   788.65,     0.46, 1667.00,  751.93,  915.07, 1667.00,     0.49,   430.10,     59.93,  515.12,   61.27
soybean,   191.48,    11.00,    41.18,   -96.44,   100.00,   994.90,  1969.90,    31.62,   387.49,    54.50,     1.48,     2.88, 0,     2.10,     2.10,     0.43,     0.64,    11.00,    11.00,     0.83,     0.83,    1.06,    33.15,    34.76,     2.12,   30.33,     2.38,   278.80,     1.60,     0.21,     8.47,    78.25,   979.79,   313.48,     1.57,    1.31,   47.96,    0.00,  368.37,   278.80,     0.00,     0.00,     0.00,     0.00,    -0.47,    14.98,     0.39,     0.29,     0.71,  497.99,    0.54,  497.99,  428.24,    11.66,     4.17,    19.15,     0.94,     1.21,    97.20,  1010.67,   913.46,   926.23,     0.46, 1969.90,  566.54, 1403.36, 1969.90,     0.36,   462.06,     51.65,  551.44,   45.94
soybean,   191.52,    12.00,    41.18,   -96.44,   100.00,  1015.86,  2011.40,    32.25,   381.87,    51.90,     1.47,     2.89, 0,     2.03,     2.03,     0.43,     0.65,    11.00,    11.00,     0.83,     0.83,    1.10,    29.86,    31.56,     2.32,   30.99,     2.37,   271.91,     1.70,     0.18,     8.41,    72.78,   993.96,   296.37,     1.58,    1.31,   49.47,    0.00,  364.59,   271.91,     0.00,     0.00,     0.00,     0.00,     0.25,    14.98,     0.39,     0.26,     0.74,  507.67,    0.54,  507.67,  437.26,    11.66,     4.17,    19.15,     0.94,     1.23,    97.31,  1020.32,   923.00,   944.93,     0.46, 2011.40,  525.23, 1486.17, 2011.40,     0.34,   466.49,     50.39,  556.47,   43.64
soybean,   191.56,    13.00,    41.18,   -96.44,   100.00,   983.84,  1948.00,    32.55,   377.31,    49.20,     1.73,     2.90, 0,     1.89,     1.89,     0.43,     0.65,    11.00,    11.00,     0.83,     0.83,    1.12,    26.57,    28.35,     2.49,   31.51,     2.57,   265.11,     1.77,     0.15,     8.21,    66.85,  1003.03,   295.15,     1.53,    1.37,   50.68,    0.00,  363.13,   265.11,     0.00,     0.00,     0.00,     0.00,     0.84,    14.98,     0.39,     0.27,     0.73,  495.82,    0.54,  495.82,  423.48,    11.66,     4.17,    19.15,     0.90,     1.13,    96.71,   969.19,   872.49,   919.30,     0.46, 1948.00,  529.03, 1418.97, 1948.00,     0.44,   443.05,     56.75,  529.83,   55.34
soybean,   191.60,    14.00,    41.18,   -96.44,   100.00,   850.05,  1683.10,    32.64,   374.70,    49.50,     2.35,     2.91, 0,     1.64,     1.64,     0.45,     0.63,    11.00,    11.00,     0.83,     0.83,    1.12,    22.88,    24.73,     2.49,   31.98,     2.99,   264.06,     1.85,     0.13,     7.52,    58.94,   924.52,   340.50,     1.42,    1.49,   51.80,    0.00,  364.23,   264.06,     0.00,     0.00,     0.00,     0.00,     1.19,    14.98,     0.39,     0.39,     0.61,  435.95,    0.54,  435.95,  365.89,    11.66,     4.17,    19.15,     0.82,     0.96,    95.24,   861.19,   765.95,   801.85,     0.46, 1683.10,  656.63, 1026.47, 1683.10,     0.61,   393.46,     67.71,  473.52,   75.96
soybean,   191.65,    15.00,    41.18,   -96.44,   100.00,   711.36,  1408.50,    32.61,   372.66,    48.30,     2.29,     2.91, 0,     1.64,     1.64,     0.46,     0.64,    11.00,    11.00,     0.83,     0.83,    1.18,    22.53,    24.35,     2.54,   31.82,     2.95,   260.65,     1.82,     0.12,     7.38,    58.06,   855.30,   325.54,     1.25,    1.67,   51.40,    0.00,  362.21,   260.65,     0.00,     0.00,     0.00,     0.00,     1.42,    14.98,     0.39,     0.46,     0.54,  374.17,    0.55,  374.17,  306.20,    11.66,     4.17,    19.15,     0.70,     0.77,    92.54,   704.76,   612.22,   680.36,     0.45, 1408.50,  648.31,  760.19, 1408.50,     0.80,   321.45,     77.60,  391.75,   95.89
soybean,   191.69,    16.00,    41.18,   -96.44,   100.00,   544.09,  1077.30,    32.28,   370.81,    51.30,     2.56,     2.92, 0,     1.57,     1.57,     0.49,     0.65,    11.00,    11.00,     0.83,     0.83,    1.24,    22.30,    24.05,     2.35,   31.38,     3.12,   264.24,     1.75,     0.13,     6.96,    56.17,   752.40,   274.94,     1.01,    1.92,   50.36,    0.00,  361.03,   264.24,     0.00,     0.00,     0.00,     0.00,     1.61,    14.98,     0.39,     0.52,     0.48,  295.90,    0.56,  295.90,  234.20,    11.66,     4.17,    19.15,     0.54,     0.57,    87.75,   513.04,   425.29,   530.09,     0.44, 1077.30,  562.96,  514.34, 1077.30,     1.00,   232.69,     79.78,  290.79,  103.99
soybean,   192.31,     7.00,    41.18,   -96.44,   100.00,   374.24,   741.00,    25.59,   417.47,    79.80,     3.14,     3.04, 0,     0.85,     0.85,     0.58,     0.67,    11.00,    11.00,     0.83,     0.83,    1.40,    13.91,    15.02,     0.66,   26.17,     3.46,   336.46,     1.11,     0.10,     2.11,    27.59,   467.09,   242.78,     0.92,    2.12,   39.13,    0.00,  411.96,   336.46,     0.00,     0.00,     0.00,     0.00,    -1.66,    14.96,     0.39,     0.71,     0.29,  206.24,    0.56,  206.24,  161.09,    11.66,     4.18,    19.14,     0.49,     0.51,    85.45,   446.25,   360.81,   367.33,     0.44,  741.00,  525.95,  215.05,  741.00,     1.06,   201.57,     77.84,  255.26,  102.47
soybean,   192.35,     8.00,    41.18,   -96.44,   100.00,   558.89,  1106.60,    27.90,   395.84,    73.70,     3.42,     3.05, 0,     1.32,     1.32,     0.53,     0.64,    11.00,    11.00,     0.83,     0.83,    1.24,    21.78,    23.10,     0.99,   28.12,     3.61,   310.23,     1.32,     0.15,     4.15,    45.02,   642.83,   320.80,     1.19,    1.86,   43.11,    0.00,  387.58,   310.23,     0.00,     0.00,     0.00,     0.00,    -1.48,    14.96,     0.39,     0.62,     0.38,  296.87,    0.55,  296.87,  240.57,    11.66,     4.18,    19.14,     0.65,     0.71,    91.28,   645.71,   554.43,   537.43,     0.45, 1106.60,  681.10,  425.50, 1106.60,     0.86,   294.18,     79.46,  360.77,  100.32
soybean,   192.40,     9.00,    41.18,   -96.44,   100.00,   744.24,  1473.60,    29.88,   380.55,    67.40,     3.84,     3.05, 0,     1.87,     1.87,     0.48,     0.62,    11.00,    11.00,     0.83,     0.83,    1.14,    30.14,    31.63,     1.37,   29.47,     3.83,   290.14,     1.49,     0.20,     6.67,    64.88,   801.93,   355.63,     1.40,    1.66,   46.03,    0.00,  369.76,   290.14,     0.00,     0.00,     0.00,     0.00,    -1.27,    14.96,     0.39,     0.50,     0.50,  384.52,    0.55,  384.52,  320.35,    11.66,     4.18,    19.14,     0.78,     0.90,    94.52,   815.13,   720.61,   704.87,     0.45, 1473.60,  733.24,  740.36, 1473.60,     0.67,   372.29,     71.36,  449.48,   83.05
soybean,   192.44,    10.00,    41.18,   -96.44,   100.00,   870.96,  1724.50,    31.24,   372.61,    63.20,     4.08,     3.06, 0,     2.22,     2.22,     0.46,     0.62,    11.00,    11.00,     0.83,     0.83,    1.12,    34.11,    35.71,     1.68,   30.37,     3.94,   279.05,     1.61,     0.22,     8.31,    75.79,   878.43,   356.62,     1.54,    1.52,   48.04,    0.00,  360.76,   279.05,     0.00,     0.00,     0.00,     0.00,    -0.97,    14.96,     0.39,     0.41,     0.59,  441.05,    0.54,  441.05,  374.89,    11.66,     4.18,    19.14,     0.88,     1.08,    96.33,   939.76,   843.42,   815.94,     0.46, 1724.50,  714.85, 1009.65, 1724.50,     0.49,   429.55,     60.07,  514.50,   61.51
soybean,   192.48,    11.00,    41.18,   -96.44,   100.00,   968.23,  1917.10,    31.94,   368.21,    59.40,     5.03,     3.07, 0,     2.77,     2.77,     0.44,     0.64,    11.00,    11.00,     0.83,     0.83,    1.10,    42.43,    44.05,     1.92,   30.46,     4.38,   270.65,     1.62,     0.26,    10.49,    94.80,   939.17,   325.71,     1.61,    1.45,   48.26,    0.00,  354.93,   270.65,     0.00,     0.00,     0.00,     0.00,    -0.47,    14.96,     0.39,     0.33,     0.67,  484.72,    0.54,  484.72,  416.76,    11.66,     4.18,    19.14,     0.94,     1.21,    97.19,  1009.65,   912.46,   901.48,     0.46, 1917.10,  626.61, 1290.49, 1917.10,     0.36,   461.60,     51.78,  550.92,   46.18
